省份,年份,招生代码,大学名称,专业代码,专业名称,科类,批次,最低分,平均分,最高分,最低位次,录取人数
福建,2018,8069,广州民航职业技术学院,09,通用航空航务技术,理科,高职专科,351,351,351,94475,1
福建,2018,8069,广州民航职业技术学院,10,航空运输类(中外合作办学)(飞机电子设备维修)(含飞机电子设备维修),理科,高职专科,353,357,361,93675,3
福建,2018,8069,广州民航职业技术学院,11,航空运输类(中外合作办学)(飞机机电设备维修)(含飞机机电设备维修),理科,高职专科,342,357,371,98052,16
福建,2018,8069,广州民航职业技术学院,12,航空运输类(中外合作办学)(飞机结构修理)(含飞机结构修理),理科,高职专科,332,333,334,101808,2
福建,2018,8069,广州民航职业技术学院,13,电子信息工程技术,理科,高职专科,360,360,360,90807,1
福建,2018,4051,泉州纺织服装职业学院,01,鞋类设计与工艺,理科,高职专科,232,264,322,-,5
福建,2018,4051,泉州纺织服装职业学院,02,现代纺织技术,理科,高职专科,341,341,341,98431,1
福建,2018,4051,泉州纺织服装职业学院,06,服装设计与工艺(服装加工技术方向),理科,高职专科,244,254,263,-,2
福建,2018,4051,泉州纺织服装职业学院,07,服装设计与工艺(服装制版技术方向),理科,高职专科,288,288,288,115356,1
福建,2018,4051,泉州纺织服装职业学院,10,计算机应用技术(VR方向),理科,高职专科,290,290,290,114809,1
福建,2018,4051,泉州纺织服装职业学院,12,会计,理科,高职专科,243,289,315,-,3
福建,2018,4051,泉州纺织服装职业学院,13,市场营销,理科,高职专科,231,231,231,-,1
福建,2018,4051,泉州纺织服装职业学院,14,电子商务,理科,高职专科,236,270,317,-,6
福建,2018,4051,泉州纺织服装职业学院,16,酒店管理(高铁乘务方向),理科,高职专科,231,288,346,-,5
福建,2018,4051,泉州纺织服装职业学院,17,酒店管理(星级酒店管理方向),理科,高职专科,233,293,402,-,10
福建,2018,4051,泉州纺织服装职业学院,18,广告设计与制作,理科,高职专科,232,234,235,-,2
福建,2018,4051,泉州纺织服装职业学院,19,服装与服饰设计,理科,高职专科,237,282,322,-,6
福建,2018,4051,泉州纺织服装职业学院,21,幼儿发展与健康管理,理科,高职专科,271,280,289,119309,2
福建,2018,4051,泉州纺织服装职业学院,01,鞋类设计与工艺,文科,高职专科,338,338,338,-,1
福建,2018,4051,泉州纺织服装职业学院,06,服装设计与工艺(服装加工技术方向),文科,高职专科,359,369,378,-,2
福建,2018,4051,泉州纺织服装职业学院,09,空中乘务(高铁乘务方向),文科,高职专科,344,366,401,-,3
福建,2018,4051,泉州纺织服装职业学院,11,财务管理,文科,高职专科,366,366,366,50008,1
福建,2018,4051,泉州纺织服装职业学院,12,会计,文科,高职专科,333,333,333,-,1
福建,2018,4051,泉州纺织服装职业学院,13,市场营销,文科,高职专科,341,341,341,-,1
福建,2018,4051,泉州纺织服装职业学院,14,电子商务,文科,高职专科,334,335,335,-,2
福建,2018,4051,泉州纺织服装职业学院,17,酒店管理(星级酒店管理方向),文科,高职专科,336,368,449,-,8
福建,2018,4051,泉州纺织服装职业学院,19,服装与服饰设计,文科,高职专科,352,366,369,-,3
福建,2018,4051,泉州纺织服装职业学院,20,人物形象设计,文科,高职专科,334,334,334,-,1
福建,2018,4051,泉州纺织服装职业学院,21,幼儿发展与健康管理,文科,高职专科,333,339,344,-,4
福建,2018,4052,泉州纺织服装职业学院(艰苦紧缺专业),01,染整技术,理科,高职专科,208,216,227,-,17
福建,2018,4052,泉州纺织服装职业学院(艰苦紧缺专业),02,针织技术与针织服装,理科,高职专科,209,215,226,-,5
福建,2018,4052,泉州纺织服装职业学院(艰苦紧缺专业),01,染整技术,文科,高职专科,312,318,331,-,75
福建,2018,4052,泉州纺织服装职业学院(艰苦紧缺专业),02,针织技术与针织服装,文科,高职专科,312,319,331,-,85
福建,2018,8222,曲靖医学高等专科学校,01,临床医学,理科,高职专科,298,313,338,112677,5
福建,2018,8222,曲靖医学高等专科学校,01,口腔医学技术,文科,高职专科,374,379,383,48112,2
福建,2018,8292,天津国土资源和房屋职业学院,01,建筑智能化工程技术,理科,高职专科,298,298,298,112677,1
福建,2018,8313,武汉铁路职业技术学院,01,机电设备维修与管理,理科,高职专科,298,332,365,112677,2
福建,2018,8313,武汉铁路职业技术学院,02,铁道机车,理科,高职专科,355,358,361,92843,4
福建,2018,8313,武汉铁路职业技术学院,03,铁道供电技术,理科,高职专科,324,335,341,104618,3
福建,2018,8313,武汉铁路职业技术学院,04,铁道工程技术,理科,高职专科,332,333,334,101808,2
福建,2018,8313,武汉铁路职业技术学院,05,城市轨道交通车辆技术,理科,高职专科,375,383,391,84363,2
福建,2018,8313,武汉铁路职业技术学院,06,城市轨道交通通信信号技术,理科,高职专科,351,354,356,94475,2
福建,2018,8313,武汉铁路职业技术学院,07,城市轨道交通运营管理,理科,高职专科,346,360,373,96460,2
福建,2018,8313,武汉铁路职业技术学院,08,护理,理科,高职专科,284,284,284,116385,1
福建,2018,8313,武汉铁路职业技术学院,09,电子商务,理科,高职专科,279,279,279,117547,2
福建,2018,8313,武汉铁路职业技术学院,02,铁道机车,文科,高职专科,398,419,439,42163,2
福建,2018,8313,武汉铁路职业技术学院,03,铁道供电技术,文科,高职专科,364,400,435,50488,2
福建,2018,8313,武汉铁路职业技术学院,04,铁道工程技术,文科,高职专科,373,373,373,48378,1
福建,2018,8313,武汉铁路职业技术学院,06,城市轨道交通通信信号技术,文科,高职专科,434,434,434,32870,1
福建,2018,8313,武汉铁路职业技术学院,07,城市轨道交通运营管理,文科,高职专科,430,430,430,33896,1
福建,2018,8143,吉林铁道职业技术学院,01,铁道机车,理科,高职专科,258,258,258,121857,1
福建,2018,8143,吉林铁道职业技术学院,02,铁道车辆,理科,高职专科,269,269,269,119706,1
福建,2018,8143,吉林铁道职业技术学院,04,铁道信号自动控制,理科,高职专科,312,312,312,108586,1
福建,2018,8143,吉林铁道职业技术学院,05,动车组检修技术,理科,高职专科,276,276,276,118199,1
福建,2018,8121,湖南工程职业技术学院,02,国土测绘与规划,理科,高职专科,313,317,321,108246,2
福建,2018,8121,湖南工程职业技术学院,03,建筑工程技术,理科,高职专科,314,314,314,107927,1
福建,2018,8121,湖南工程职业技术学院,04,工程造价(建筑方向),理科,高职专科,277,293,311,117965,3
福建,2018,8121,湖南工程职业技术学院,05,会计,理科,高职专科,330,330,330,102553,1
福建,2018,8121,湖南工程职业技术学院,02,环境地质工程,文科,高职专科,404,404,404,40637,1
福建,2018,8121,湖南工程职业技术学院,04,工程造价,文科,高职专科,412,412,412,38565,1
福建,2018,8119,湖南高尔夫旅游职业学院,01,旅游管理(旅行社经营管理方向),理科,高职专科,294,294,294,113788,1
福建,2018,8119,湖南高尔夫旅游职业学院,02,酒店管理,文科,高职专科,424,424,424,35497,1
福建,2018,8013,渤海理工职业学院,08,大数据技术与应用,理科,高职专科,304,304,304,110989,1
福建,2018,8342,张家界航空工业职业技术学院,01,焊接技术与自动化,理科,高职专科,320,320,320,105945,1
福建,2018,8342,张家界航空工业职业技术学院,02,机电设备维修与管理,理科,高职专科,323,336,349,104955,2
福建,2018,8342,张家界航空工业职业技术学院,03,空中乘务,理科,高职专科,308,308,308,109805,1
福建,2018,8278,苏州工业园区服务外包职业学院,01,电子商务,文科,高职专科,375,388,401,47873,2
福建,2018,8278,苏州工业园区服务外包职业学院,01,软件技术,理科,高职专科,308,329,340,109805,5
福建,2018,4059,泉州经贸职业技术学院,01,服装设计与工艺,理科,高职专科,247,286,344,-,33
福建,2018,4059,泉州经贸职业技术学院,02,汽车运用与维修技术,理科,高职专科,243,274,318,-,18
福建,2018,4059,泉州经贸职业技术学院,03,应用电子技术,理科,高职专科,241,266,328,-,33
福建,2018,4059,泉州经贸职业技术学院,04,移动互联应用技术,理科,高职专科,239,278,361,-,55
福建,2018,4059,泉州经贸职业技术学院,05,计算机应用技术,理科,高职专科,288,308,360,115356,80
福建,2018,4059,泉州经贸职业技术学院,06,金融管理,理科,高职专科,262,295,356,121127,39
福建,2018,4059,泉州经贸职业技术学院,07,投资与理财,理科,高职专科,246,277,313,-,11
福建,2018,4059,泉州经贸职业技术学院,08,会计,理科,高职专科,317,332,360,106927,42
福建,2018,4059,泉州经贸职业技术学院,09,会计(注册会计师方向),理科,高职专科,303,322,372,111263,42
福建,2018,4059,泉州经贸职业技术学院,10,审计,理科,高职专科,256,289,316,-,9
福建,2018,4059,泉州经贸职业技术学院,11,会计信息管理(会计电算化方向),理科,高职专科,240,285,360,-,33
福建,2018,4059,泉州经贸职业技术学院,12,统计与会计核算(会计师方向),理科,高职专科,240,279,333,-,33
福建,2018,4059,泉州经贸职业技术学院,13,国际商务,理科,高职专科,247,292,364,-,27
福建,2018,4059,泉州经贸职业技术学院,14,经济信息管理,理科,高职专科,246,276,358,-,12
福建,2018,4059,泉州经贸职业技术学院,15,连锁经营管理,理科,高职专科,243,272,311,-,17
福建,2018,4059,泉州经贸职业技术学院,16,市场营销,理科,高职专科,264,282,318,120709,36
福建,2018,4059,泉州经贸职业技术学院,17,电子商务,理科,高职专科,277,302,357,117965,50
福建,2018,4059,泉州经贸职业技术学院,18,移动商务,理科,高职专科,238,257,297,-,11
福建,2018,4059,泉州经贸职业技术学院,19,网络营销,理科,高职专科,261,261,261,121320,1
福建,2018,4059,泉州经贸职业技术学院,20,物流管理,理科,高职专科,242,276,319,-,41
福建,2018,4059,泉州经贸职业技术学院,21,视觉传播设计与制作(UI设计方向),理科,高职专科,275,305,325,118417,6
福建,2018,4059,泉州经贸职业技术学院,22,广告设计与制作(互联网+方向),理科,高职专科,250,279,305,-,5
福建,2018,4059,泉州经贸职业技术学院,23,数字媒体艺术设计,理科,高职专科,242,289,333,-,17
福建,2018,4059,泉州经贸职业技术学院,24,商务英语(跨境电商方向),理科,高职专科,277,309,355,117965,30
福建,2018,4059,泉州经贸职业技术学院,01,服装设计与工艺,文科,高职专科,342,366,412,-,12
福建,2018,4059,泉州经贸职业技术学院,02,汽车运用与维修技术,文科,高职专科,345,371,404,-,5
福建,2018,4059,泉州经贸职业技术学院,03,金融管理,文科,高职专科,342,361,399,-,20
福建,2018,4059,泉州经贸职业技术学院,04,投资与理财,文科,高职专科,344,371,431,-,4
福建,2018,4059,泉州经贸职业技术学院,05,会计,文科,高职专科,377,390,419,47391,28
福建,2018,4059,泉州经贸职业技术学院,06,会计(注册会计师方向),文科,高职专科,359,378,481,-,28
福建,2018,4059,泉州经贸职业技术学院,07,审计,文科,高职专科,392,392,392,43662,1
福建,2018,4059,泉州经贸职业技术学院,08,会计信息管理(会计电算化方向),文科,高职专科,343,359,385,-,10
福建,2018,4059,泉州经贸职业技术学院,09,统计与会计核算(会计师方向),文科,高职专科,343,352,371,-,11
福建,2018,4059,泉州经贸职业技术学院,10,国际商务,文科,高职专科,349,364,388,-,9
福建,2018,4059,泉州经贸职业技术学院,11,经济信息管理,文科,高职专科,343,359,379,-,3
福建,2018,4059,泉州经贸职业技术学院,12,连锁经营管理,文科,高职专科,348,360,376,-,7
福建,2018,4059,泉州经贸职业技术学院,13,市场营销,文科,高职专科,342,359,381,-,8
福建,2018,4059,泉州经贸职业技术学院,14,电子商务,文科,高职专科,348,365,399,-,34
福建,2018,4059,泉州经贸职业技术学院,15,网络营销,文科,高职专科,343,345,346,-,2
福建,2018,4059,泉州经贸职业技术学院,16,物流管理,文科,高职专科,342,361,379,-,13
福建,2018,4059,泉州经贸职业技术学院,18,广告设计与制作(互联网+方向),文科,高职专科,350,359,368,-,2
福建,2018,4059,泉州经贸职业技术学院,19,数字媒体应用技术,文科,高职专科,343,360,396,-,14
福建,2018,4059,泉州经贸职业技术学院,20,商务英语(跨境电商方向),文科,高职专科,355,375,414,-,20
福建,2018,4060,泉州经贸职业技术学院(艰苦紧缺专业),01,印刷媒体技术,文科,高职专科,326,343,400,-,14
福建,2018,4060,泉州经贸职业技术学院(艰苦紧缺专业),01,印刷媒体技术,理科,高职专科,218,232,271,-,9
福建,2018,8207,南京旅游职业学院,05,烹调工艺与营养,文科,高职专科,395,395,395,42933,1
福建,2018,8207,南京旅游职业学院,08,会展策划与管理,文科,高职专科,400,400,400,41659,1
福建,2018,8207,南京旅游职业学院,10,旅游日语,文科,高职专科,386,386,386,45164,1
福建,2018,8207,南京旅游职业学院,11,应用西班牙语,文科,高职专科,365,365,365,50225,1
福建,2018,8207,南京旅游职业学院,01,电子商务,理科,高职专科,261,261,261,121320,1
福建,2018,8207,南京旅游职业学院,04,酒店管理,理科,高职专科,372,372,372,85646,1
福建,2018,8207,南京旅游职业学院,05,中西面点工艺,理科,高职专科,343,343,343,97638,1
福建,2018,8250,上海民航职业技术学院,01,飞行器制造技术,理科,高职专科,332,341,354,101808,6
福建,2018,8250,上海民航职业技术学院,02,民航运输,理科,高职专科,349,354,365,95293,4
福建,2018,8250,上海民航职业技术学院,03,民航安全技术管理,理科,高职专科,339,344,352,99187,4
福建,2018,8250,上海民航职业技术学院,04,机场运行(航空港管理),理科,高职专科,330,343,367,102553,5
福建,2018,8250,上海民航职业技术学院,05,飞机机电设备维修,理科,高职专科,353,359,366,93675,6
福建,2018,8250,上海民航职业技术学院,06,飞机电子设备维修,理科,高职专科,342,352,365,98052,5
福建,2018,8250,上海民航职业技术学院,07,航空运输类(中外合作办学)(含飞机机电设备维修),理科,高职专科,315,319,321,107603,5
福建,2018,8250,上海民航职业技术学院,01,民航运输,文科,高职专科,406,418,435,40142,6
福建,2018,8250,上海民航职业技术学院,02,民航运输,文科,高职专科,393,402,425,43424,6
福建,2018,8250,上海民航职业技术学院,03,民航安全技术管理,文科,高职专科,369,392,411,49324,10
福建,2018,8224,三峡电力职业学院,02,供用电技术,理科,高职专科,341,341,341,98431,1
福建,2018,8284,宿迁职业技术学院,01,云计算技术与应用,文科,高职专科,442,442,442,30725,1
福建,2018,8283,宿迁泽达职业技术学院,01,数字媒体艺术设计,文科,高职专科,403,403,403,40882,1
福建,2018,8271,四川司法警官职业学院,01,法律事务,理科,高职专科,348,360,371,95680,2
福建,2018,8271,四川司法警官职业学院,01,法律事务,文科,高职专科,396,414,440,42670,3
福建,2018,6498,上海立达学院,01,国际商务,理科,本二批,388,421,453,78448,2
福建,2018,6498,上海立达学院,02,会计,理科,高职专科,294,321,347,113788,5
福建,2018,6498,上海立达学院,03,国际商务,理科,高职专科,324,337,362,104618,5
福建,2018,6498,上海立达学院,01,财务管理,文科,本二批,451,451,451,28384,1
福建,2018,6498,上海立达学院,02,国际商务,文科,本二批,431,438,446,33625,3
福建,2018,6498,上海立达学院,03,会计,文科,高职专科,375,383,391,47873,3
福建,2018,8276,苏州百年职业学院(中外合作),03,金融类(中外合作办学)(含：国际金融),文科,高职专科,376,376,376,47630,1
福建,2018,8276,苏州百年职业学院(中外合作),01,计算机类(中外合作办学)(软件技术),理科,高职专科,296,316,335,113249,2
福建,2018,8276,苏州百年职业学院(中外合作),02,财务会计类(中外合作办学)(会计),理科,高职专科,312,312,312,108586,1
福建,2018,8276,苏州百年职业学院(中外合作),03,市场营销类(中外合作办学)(市场营销),理科,高职专科,268,268,268,119926,1
福建,2018,8255,上海中侨职业技术学院,01,机电一体化技术,理科,高职专科,270,280,290,119508,2
福建,2018,8255,上海中侨职业技术学院,03,计算机应用技术,理科,高职专科,340,340,340,98782,1
福建,2018,8255,上海中侨职业技术学院,04,大数据技术与应用,理科,高职专科,333,333,333,101430,1
福建,2018,8255,上海中侨职业技术学院,07,会计(涉外会计),理科,高职专科,300,313,325,112143,2
福建,2018,8255,上海中侨职业技术学院,08,工商企业管理,理科,高职专科,284,308,331,116385,2
福建,2018,8255,上海中侨职业技术学院,03,会计,文科,高职专科,373,375,376,48378,2
福建,2018,8255,上海中侨职业技术学院,04,工商企业管理,文科,高职专科,378,378,378,47157,1
福建,2018,8255,上海中侨职业技术学院,05,应用英语,文科,高职专科,375,382,388,47873,2
福建,2018,8253,上海行健职业学院,01,工商管理类(中外合作办学)(工商企业管理(中法合作)),理科,高职专科,270,298,317,119508,4
福建,2018,8253,上海行健职业学院,01,工商管理类(中外合作办学)(含：工商企业管理(中法合作)),文科,高职专科,365,372,379,50225,2
福建,2018,8253,上海行健职业学院,02,会展策划与管理,文科,高职专科,371,371,371,48855,1
福建,2018,8253,上海行健职业学院,03,应用英语,文科,高职专科,393,394,394,43424,2
福建,2018,8009,北京培黎职业学院,01,电子商务(移动电商运营与管理，新零售商务),理科,高职专科,272,318,364,119097,2
福建,2018,8009,北京培黎职业学院,01,国际经济与贸易(国际商务管理、跨境电子商务),文科,高职专科,381,381,381,46417,1
福建,2018,4076,厦门东海职业技术学院(艰苦紧缺专业),01,老年服务与管理,理科,高职专科,208,222,324,-,35
福建,2018,4076,厦门东海职业技术学院(艰苦紧缺专业),01,老年服务与管理,文科,高职专科,313,320,337,-,40
福建,2018,4075,厦门东海职业技术学院,01,建筑装饰工程技术,理科,高职专科,228,260,302,-,7
福建,2018,4075,厦门东海职业技术学院,02,建设工程管理,理科,高职专科,253,278,336,-,4
福建,2018,4075,厦门东海职业技术学院,03,工程造价,理科,高职专科,230,278,325,-,8
福建,2018,4075,厦门东海职业技术学院,05,汽车检测与维修技术,理科,高职专科,231,245,271,-,3
福建,2018,4075,厦门东海职业技术学院,06,空中乘务,理科,高职专科,238,278,332,-,9
福建,2018,4075,厦门东海职业技术学院,07,民航空中安全保卫,理科,高职专科,254,261,268,-,2
福建,2018,4075,厦门东海职业技术学院,08,计算机网络技术,理科,高职专科,234,276,324,-,28
福建,2018,4075,厦门东海职业技术学院,09,软件技术,理科,高职专科,228,279,325,-,45
福建,2018,4075,厦门东海职业技术学院,10,金融管理,理科,高职专科,229,295,342,-,8
福建,2018,4075,厦门东海职业技术学院,11,财务管理,理科,高职专科,232,283,333,-,10
福建,2018,4075,厦门东海职业技术学院,12,会计,理科,高职专科,236,280,329,-,19
福建,2018,4075,厦门东海职业技术学院,13,电子商务,理科,高职专科,232,278,370,-,12
福建,2018,4075,厦门东海职业技术学院,14,物流管理,理科,高职专科,253,284,315,-,4
福建,2018,4075,厦门东海职业技术学院,15,酒店管理,理科,高职专科,230,257,296,-,3
福建,2018,4075,厦门东海职业技术学院,16,会展策划与管理,理科,高职专科,287,287,287,115628,1
福建,2018,4075,厦门东海职业技术学院,17,艺术设计,理科,高职专科,233,257,271,-,4
福建,2018,4075,厦门东海职业技术学院,18,影视动画,理科,高职专科,242,277,354,-,4
福建,2018,4075,厦门东海职业技术学院,01,建筑装饰工程技术,文科,高职专科,364,374,380,50488,3
福建,2018,4075,厦门东海职业技术学院,02,建设工程管理,文科,高职专科,390,390,390,44163,1
福建,2018,4075,厦门东海职业技术学院,06,空中乘务,文科,高职专科,332,358,389,-,6
福建,2018,4075,厦门东海职业技术学院,07,民航空中安全保卫,文科,高职专科,342,342,342,-,1
福建,2018,4075,厦门东海职业技术学院,08,计算机网络技术,文科,高职专科,349,360,370,-,2
福建,2018,4075,厦门东海职业技术学院,09,软件技术,文科,高职专科,339,358,413,-,7
福建,2018,4075,厦门东海职业技术学院,10,金融管理,文科,高职专科,345,363,404,-,4
福建,2018,4075,厦门东海职业技术学院,11,财务管理,文科,高职专科,332,346,389,-,8
福建,2018,4075,厦门东海职业技术学院,12,会计,文科,高职专科,335,358,398,-,16
福建,2018,4075,厦门东海职业技术学院,13,电子商务,文科,高职专科,333,355,395,-,11
福建,2018,4075,厦门东海职业技术学院,14,物流管理,文科,高职专科,350,366,380,-,3
福建,2018,4075,厦门东海职业技术学院,15,酒店管理,文科,高职专科,342,362,384,-,3
福建,2018,4075,厦门东海职业技术学院,16,会展策划与管理,文科,高职专科,339,391,442,-,2
福建,2018,4075,厦门东海职业技术学院,17,艺术设计,文科,高职专科,333,340,349,-,5
福建,2018,4075,厦门东海职业技术学院,18,影视动画,文科,高职专科,332,350,366,-,5
福建,2018,8007,北京汇佳职业学院,01,国际商务,理科,高职专科,293,293,293,114030,1
福建,2018,8007,北京汇佳职业学院,01,学前教育(师范类)(幼儿园教师教育),文科,高职专科,391,391,391,43906,1
福建,2018,4070,武夷山职业学院,01,工程造价,文科,高职专科,363,363,363,50751,1
福建,2018,4070,武夷山职业学院,02,高速铁路客运乘务,文科,高职专科,348,380,412,-,2
福建,2018,4070,武夷山职业学院,04,计算机应用技术,文科,高职专科,341,341,341,-,1
福建,2018,4070,武夷山职业学院,06,财务管理,文科,高职专科,428,428,428,34431,1
福建,2018,4070,武夷山职业学院,08,茶艺与茶叶营销,文科,高职专科,357,357,357,-,1
福建,2018,4071,武夷山职业学院(艰苦紧缺专业),01,茶树栽培与茶叶加工,文科,高职专科,314,319,330,-,10
福建,2018,4070,武夷山职业学院,01,建筑室内设计,理科,高职专科,306,314,321,110399,2
福建,2018,4070,武夷山职业学院,02,建筑工程技术,理科,高职专科,235,292,359,-,3
福建,2018,4070,武夷山职业学院,03,工程造价,理科,高职专科,291,291,291,114559,1
福建,2018,4070,武夷山职业学院,04,高速铁路客运乘务,理科,高职专科,284,293,301,116385,2
福建,2018,4070,武夷山职业学院,06,计算机应用技术,理科,高职专科,270,326,355,119508,4
福建,2018,4070,武夷山职业学院,07,计算机应用技术(网络视觉设计方向),理科,高职专科,228,229,230,-,2
福建,2018,4070,武夷山职业学院,12,茶艺与茶叶营销,理科,高职专科,268,268,268,119926,1
福建,2018,4070,武夷山职业学院,15,烹调工艺与营养,理科,高职专科,232,293,340,-,4
福建,2018,4071,武夷山职业学院(艰苦紧缺专业),01,茶树栽培与茶叶加工,理科,高职专科,209,220,288,-,18
福建,2018,4072,厦门安防科技职业学院,01,建筑智能化工程技术,理科,高职专科,236,269,323,-,4
福建,2018,4072,厦门安防科技职业学院,02,消防工程技术,理科,高职专科,311,311,311,108877,1
福建,2018,4072,厦门安防科技职业学院,03,建筑经济管理,理科,高职专科,228,233,238,-,3
福建,2018,4072,厦门安防科技职业学院,04,智能交通技术运用,理科,高职专科,242,336,400,-,3
福建,2018,4072,厦门安防科技职业学院,05,空中乘务,理科,高职专科,233,289,348,-,13
福建,2018,4072,厦门安防科技职业学院,06,物联网应用技术,理科,高职专科,237,269,302,-,4
福建,2018,4072,厦门安防科技职业学院,07,软件技术,理科,高职专科,233,266,320,-,26
福建,2018,4072,厦门安防科技职业学院,08,动漫制作技术,理科,高职专科,242,277,330,-,3
福建,2018,4072,厦门安防科技职业学院,09,数字媒体应用技术(VR方向),理科,高职专科,235,283,345,-,7
福建,2018,4072,厦门安防科技职业学院,10,信息安全与管理(网络安全方向),理科,高职专科,333,333,333,101430,1
福建,2018,4072,厦门安防科技职业学院,11,电子商务技术,理科,高职专科,231,250,296,-,7
福建,2018,4072,厦门安防科技职业学院,12,投资与理财,理科,高职专科,291,291,291,114559,1
福建,2018,4072,厦门安防科技职业学院,14,会计信息管理,理科,高职专科,265,281,296,120529,2
福建,2018,4072,厦门安防科技职业学院,16,室内艺术设计,理科,高职专科,231,263,348,-,17
福建,2018,4072,厦门安防科技职业学院,17,新闻采编与制作,理科,高职专科,231,237,245,-,3
福建,2018,4072,厦门安防科技职业学院,18,电子竞技运动与管理,理科,高职专科,228,281,318,-,5
福建,2018,4072,厦门安防科技职业学院,20,幼儿发展与健康管理,理科,高职专科,234,255,270,-,3
福建,2018,4072,厦门安防科技职业学院,01,建筑智能化工程技术,文科,高职专科,333,336,339,-,2
福建,2018,4072,厦门安防科技职业学院,02,消防工程技术,文科,高职专科,332,332,332,-,1
福建,2018,4072,厦门安防科技职业学院,03,建筑经济管理,文科,高职专科,397,397,397,42422,1
福建,2018,4072,厦门安防科技职业学院,04,智能交通技术运用,文科,高职专科,384,384,384,45681,1
福建,2018,4072,厦门安防科技职业学院,05,空中乘务,文科,高职专科,341,379,417,-,14
福建,2018,4072,厦门安防科技职业学院,06,物联网应用技术,文科,高职专科,347,347,347,-,1
福建,2018,4072,厦门安防科技职业学院,07,软件技术,文科,高职专科,348,365,389,-,3
福建,2018,4072,厦门安防科技职业学院,08,动漫制作技术,文科,高职专科,339,363,388,-,3
福建,2018,4072,厦门安防科技职业学院,09,数字媒体应用技术(VR技术),文科,高职专科,332,359,424,-,4
福建,2018,4072,厦门安防科技职业学院,11,电子商务技术,文科,高职专科,342,381,419,-,2
福建,2018,4072,厦门安防科技职业学院,14,会计信息管理,文科,高职专科,336,352,367,-,2
福建,2018,4072,厦门安防科技职业学院,15,旅游管理,文科,高职专科,337,342,346,-,2
福建,2018,4072,厦门安防科技职业学院,16,室内艺术设计,文科,高职专科,334,347,364,-,5
福建,2018,4072,厦门安防科技职业学院,17,新闻采编与制作,文科,高职专科,343,367,409,-,9
福建,2018,4072,厦门安防科技职业学院,18,电子竞技运动与管理,文科,高职专科,341,341,341,-,1
福建,2018,4072,厦门安防科技职业学院,20,幼儿发展与健康管理,文科,高职专科,332,341,377,-,8
福建,2018,8360,珠海艺术职业学院,01,工商企业管理,理科,高职专科,347,347,347,96056,1
福建,2018,4061,泉州轻工职业学院,01,建筑室内设计,理科,高职专科,231,272,365,-,49
福建,2018,4061,泉州轻工职业学院,02,建筑工程技术,理科,高职专科,231,259,312,-,6
福建,2018,4061,泉州轻工职业学院,03,建设工程管理,理科,高职专科,270,270,270,119508,1
福建,2018,4061,泉州轻工职业学院,04,工程造价,理科,高职专科,229,282,363,-,20
福建,2018,4061,泉州轻工职业学院,06,机电一体化技术,理科,高职专科,231,257,288,-,17
福建,2018,4061,泉州轻工职业学院,07,工业机器人技术,理科,高职专科,233,277,321,-,10
福建,2018,4061,泉州轻工职业学院,08,鞋类设计与工艺,理科,高职专科,328,328,328,103237,1
福建,2018,4061,泉州轻工职业学院,09,食品营养与检测,理科,高职专科,230,282,399,-,17
福建,2018,4061,泉州轻工职业学院,10,动漫制作技术,理科,高职专科,234,276,325,-,13
福建,2018,4061,泉州轻工职业学院,11,金融管理,理科,高职专科,245,264,304,-,5
福建,2018,4061,泉州轻工职业学院,12,财务管理,理科,高职专科,231,268,316,-,9
福建,2018,4061,泉州轻工职业学院,13,会计,理科,高职专科,230,268,355,-,43
福建,2018,4061,泉州轻工职业学院,14,连锁经营管理,理科,高职专科,231,280,319,-,9
福建,2018,4061,泉州轻工职业学院,15,电子商务,理科,高职专科,229,262,332,-,29
福建,2018,4061,泉州轻工职业学院,16,物流管理,理科,高职专科,243,269,303,-,6
福建,2018,4061,泉州轻工职业学院,17,休闲服务与管理,理科,高职专科,231,296,358,-,4
福建,2018,4061,泉州轻工职业学院,18,西餐工艺,理科,高职专科,228,261,342,-,8
福建,2018,4061,泉州轻工职业学院,19,广告设计与制作,理科,高职专科,228,287,362,-,15
福建,2018,4061,泉州轻工职业学院,20,服装与服饰设计,理科,高职专科,237,286,349,-,10
福建,2018,4061,泉州轻工职业学院,21,游戏设计,理科,高职专科,246,268,292,-,8
福建,2018,4061,泉州轻工职业学院,22,体育运营与管理,理科,高职专科,233,266,317,-,8
福建,2018,4061,泉州轻工职业学院,01,建筑室内设计,文科,高职专科,332,354,399,-,21
福建,2018,4061,泉州轻工职业学院,02,建筑工程技术,文科,高职专科,333,350,360,-,3
福建,2018,4061,泉州轻工职业学院,04,工程造价,文科,高职专科,336,354,394,-,9
福建,2018,4061,泉州轻工职业学院,06,机电一体化技术,文科,高职专科,347,358,377,-,5
福建,2018,4061,泉州轻工职业学院,07,工业机器人技术,文科,高职专科,332,339,344,-,4
福建,2018,4061,泉州轻工职业学院,08,鞋类设计与工艺,文科,高职专科,333,359,450,-,7
福建,2018,4061,泉州轻工职业学院,09,食品营养与检测,文科,高职专科,334,341,358,-,10
福建,2018,4061,泉州轻工职业学院,10,动漫制作技术,文科,高职专科,332,350,407,-,6
福建,2018,4061,泉州轻工职业学院,11,金融管理,文科,高职专科,333,353,388,-,8
福建,2018,4061,泉州轻工职业学院,12,财务管理,文科,高职专科,333,345,389,-,9
